Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
e-lamp academic,OTHER_INDOOR,21-06-2023,21:20:17,02:01:01,,82,,,,,274,,,,,,,,,,,170.0,60.0,200,55,57,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,,,,,,,,,,
,00:00:01,,,,,,,,,,
,00:00:02,,,,,,,,,,
,00:00:03,,,,,,,,,,
,00:00:04,,,,,,,,,,
,00:00:05,,,,,,,,,,
,00:00:06,,,,,,,,,,
,00:00:07,84,,,,,,,,,
,00:00:08,84,,,,,,,,,
,00:00:09,84,,,,,,,,,
,00:00:10,84,,,,,,,,,
,00:00:11,84,,,,,,,,,
,00:00:12,84,,,,,,,,,
,00:00:13,84,,,,,,,,,
,00:00:14,85,,,,,,,,,
,00:00:15,85,,,,,,,,,
,00:00:16,85,,,,,,,,,
,00:00:17,86,,,,,,,,,
,00:00:18,87,,,,,,,,,
,00:00:19,87,,,,,,,,,
,00:00:20,88,,,,,,,,,
,00:00:21,89,,,,,,,,,
,00:00:22,89,,,,,,,,,
,00:00:23,89,,,,,,,,,
,00:00:24,89,,,,,,,,,
,00:00:25,89,,,,,,,,,
,00:00:26,89,,,,,,,,,
,00:00:27,90,,,,,,,,,
,00:00:28,91,,,,,,,,,
,00:00:29,91,,,,,,,,,
,00:00:30,90,,,,,,,,,
,00:00:31,90,,,,,,,,,
,00:00:32,90,,,,,,,,,
,00:00:33,90,,,,,,,,,
,00:00:34,90,,,,,,,,,
,00:00:35,89,,,,,,,,,
,00:00:36,89,,,,,,,,,
,00:00:37,89,,,,,,,,,
,00:00:38,88,,,,,,,,,
,00:00:39,88,,,,,,,,,
,00:00:40,88,,,,,,,,,
,00:00:41,88,,,,,,,,,
,00:00:42,88,,,,,,,,,
,00:00:43,88,,,,,,,,,
,00:00:44,88,,,,,,,,,
,00:00:45,89,,,,,,,,,
,00:00:46,89,,,,,,,,,
,00:00:47,89,,,,,,,,,
,00:00:48,90,,,,,,,,,
,00:00:49,92,,,,,,,,,
,00:00:50,94,,,,,,,,,
,00:00:51,94,,,,,,,,,
,00:00:52,95,,,,,,,,,
,00:00:53,96,,,,,,,,,
,00:00:54,97,,,,,,,,,
,00:00:55,97,,,,,,,,,
,00:00:56,98,,,,,,,,,
,00:00:57,100,,,,,,,,,
,00:00:58,101,,,,,,,,,
,00:00:59,101,,,,,,,,,
,00:01:00,102,,,,,,,,,
,00:01:01,102,,,,,,,,,
,00:01:02,103,,,,,,,,,
,00:01:03,103,,,,,,,,,
,00:01:04,104,,,,,,,,,
,00:01:05,104,,,,,,,,,
,00:01:06,103,,,,,,,,,
,00:01:07,103,,,,,,,,,
,00:01:08,103,,,,,,,,,
,00:01:09,102,,,,,,,,,
,00:01:10,102,,,,,,,,,
,00:01:11,101,,,,,,,,,
,00:01:12,100,,,,,,,,,
,00:01:13,99,,,,,,,,,
,00:01:14,99,,,,,,,,,
,00:01:15,99,,,,,,,,,
,00:01:16,99,,,,,,,,,
,00:01:17,100,,,,,,,,,
,00:01:18,101,,,,,,,,,
,00:01:19,101,,,,,,,,,
,00:01:20,102,,,,,,,,,
,00:01:21,102,,,,,,,,,
,00:01:22,103,,,,,,,,,
,00:01:23,103,,,,,,,,,
,00:01:24,102,,,,,,,,,
,00:01:25,102,,,,,,,,,
,00:01:26,103,,,,,,,,,
,00:01:27,103,,,,,,,,,
,00:01:28,103,,,,,,,,,
,00:01:29,103,,,,,,,,,
,00:01:30,104,,,,,,,,,
,00:01:31,104,,,,,,,,,
,00:01:32,104,,,,,,,,,
,00:01:33,104,,,,,,,,,
,00:01:34,103,,,,,,,,,
,00:01:35,103,,,,,,,,,
,00:01:36,103,,,,,,,,,
,00:01:37,103,,,,,,,,,
,00:01:38,103,,,,,,,,,
,00:01:39,102,,,,,,,,,
,00:01:40,102,,,,,,,,,
,00:01:41,102,,,,,,,,,
,00:01:42,103,,,,,,,,,
,00:01:43,103,,,,,,,,,
,00:01:44,103,,,,,,,,,
,00:01:45,104,,,,,,,,,
,00:01:46,104,,,,,,,,,
,00:01:47,104,,,,,,,,,
,00:01:48,104,,,,,,,,,
,00:01:49,103,,,,,,,,,
,00:01:50,102,,,,,,,,,
,00:01:51,102,,,,,,,,,
,00:01:52,102,,,,,,,,,
,00:01:53,102,,,,,,,,,
,00:01:54,103,,,,,,,,,
,00:01:55,103,,,,,,,,,
,00:01:56,103,,,,,,,,,
,00:01:57,103,,,,,,,,,
,00:01:58,103,,,,,,,,,
,00:01:59,103,,,,,,,,,
,00:02:00,103,,,,,,,,,
,00:02:01,102,,,,,,,,,
,00:02:02,101,,,,,,,,,
,00:02:03,101,,,,,,,,,
,00:02:04,100,,,,,,,,,
,00:02:05,100,,,,,,,,,
,00:02:06,99,,,,,,,,,
,00:02:07,99,,,,,,,,,
,00:02:08,98,,,,,,,,,
,00:02:09,98,,,,,,,,,
,00:02:10,98,,,,,,,,,
,00:02:11,98,,,,,,,,,
,00:02:12,98,,,,,,,,,
,00:02:13,99,,,,,,,,,
,00:02:14,99,,,,,,,,,
,00:02:15,99,,,,,,,,,
,00:02:16,100,,,,,,,,,
,00:02:17,100,,,,,,,,,
,00:02:18,100,,,,,,,,,
,00:02:19,100,,,,,,,,,
,00:02:20,100,,,,,,,,,
,00:02:21,101,,,,,,,,,
,00:02:22,101,,,,,,,,,
,00:02:23,101,,,,,,,,,
,00:02:24,101,,,,,,,,,
,00:02:25,100,,,,,,,,,
,00:02:26,100,,,,,,,,,
,00:02:27,100,,,,,,,,,
,00:02:28,99,,,,,,,,,
,00:02:29,99,,,,,,,,,
,00:02:30,99,,,,,,,,,
,00:02:31,99,,,,,,,,,
,00:02:32,99,,,,,,,,,
,00:02:33,99,,,,,,,,,
,00:02:34,100,,,,,,,,,
,00:02:35,101,,,,,,,,,
,00:02:36,101,,,,,,,,,
,00:02:37,103,,,,,,,,,
,00:02:38,103,,,,,,,,,
,00:02:39,103,,,,,,,,,
,00:02:40,104,,,,,,,,,
,00:02:41,103,,,,,,,,,
,00:02:42,103,,,,,,,,,
,00:02:43,103,,,,,,,,,
