Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
e-lamp academic,OTHER_INDOOR,20-06-2023,22:07:01,01:14:26,,127,,,,,599,,,,,,,,,,,170.0,60.0,200,55,57,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,,,,,,,,,,
,00:00:01,,,,,,,,,,
,00:00:02,,,,,,,,,,
,00:00:03,,,,,,,,,,
,00:00:04,,,,,,,,,,
,00:00:05,,,,,,,,,,
,00:00:06,,,,,,,,,,
,00:00:07,,,,,,,,,,
,00:00:08,,,,,,,,,,
,00:00:09,,,,,,,,,,
,00:00:10,,,,,,,,,,
,00:00:11,,,,,,,,,,
,00:00:12,,,,,,,,,,
,00:00:13,,,,,,,,,,
,00:00:14,,,,,,,,,,
,00:00:15,,,,,,,,,,
,00:00:16,,,,,,,,,,
,00:00:17,,,,,,,,,,
,00:00:18,100,,,,,,,,,
,00:00:19,99,,,,,,,,,
,00:00:20,99,,,,,,,,,
,00:00:21,99,,,,,,,,,
,00:00:22,99,,,,,,,,,
,00:00:23,99,,,,,,,,,
,00:00:24,99,,,,,,,,,
,00:00:25,,,,,,,,,,
,00:00:26,,,,,,,,,,
,00:00:27,,,,,,,,,,
,00:00:28,,,,,,,,,,
,00:00:29,,,,,,,,,,
,00:00:30,,,,,,,,,,
,00:00:31,,,,,,,,,,
,00:00:32,,,,,,,,,,
,00:00:33,,,,,,,,,,
,00:00:34,,,,,,,,,,
,00:00:35,,,,,,,,,,
,00:00:36,,,,,,,,,,
,00:00:37,,,,,,,,,,
,00:00:38,,,,,,,,,,
,00:00:39,,,,,,,,,,
,00:00:40,,,,,,,,,,
,00:00:41,,,,,,,,,,
,00:00:42,,,,,,,,,,
,00:00:43,,,,,,,,,,
,00:00:44,,,,,,,,,,
,00:00:45,,,,,,,,,,
,00:00:46,,,,,,,,,,
,00:00:47,,,,,,,,,,
,00:00:48,,,,,,,,,,
,00:00:49,,,,,,,,,,
,00:00:50,,,,,,,,,,
,00:00:51,,,,,,,,,,
,00:00:52,,,,,,,,,,
,00:00:53,,,,,,,,,,
,00:00:54,,,,,,,,,,
,00:00:55,,,,,,,,,,
,00:00:56,,,,,,,,,,
,00:00:57,,,,,,,,,,
,00:00:58,,,,,,,,,,
,00:00:59,,,,,,,,,,
,00:01:00,,,,,,,,,,
,00:01:01,99,,,,,,,,,
,00:01:02,97,,,,,,,,,
,00:01:03,96,,,,,,,,,
,00:01:04,96,,,,,,,,,
,00:01:05,,,,,,,,,,
,00:01:06,,,,,,,,,,
,00:01:07,,,,,,,,,,
,00:01:08,,,,,,,,,,
,00:01:09,,,,,,,,,,
,00:01:10,,,,,,,,,,
,00:01:11,,,,,,,,,,
,00:01:12,,,,,,,,,,
,00:01:13,,,,,,,,,,
,00:01:14,,,,,,,,,,
,00:01:15,,,,,,,,,,
,00:01:16,,,,,,,,,,
,00:01:17,,,,,,,,,,
,00:01:18,,,,,,,,,,
,00:01:19,,,,,,,,,,
,00:01:20,,,,,,,,,,
,00:01:21,,,,,,,,,,
,00:01:22,95,,,,,,,,,
,00:01:23,94,,,,,,,,,
,00:01:24,94,,,,,,,,,
,00:01:25,92,,,,,,,,,
,00:01:26,91,,,,,,,,,
,00:01:27,93,,,,,,,,,
,00:01:28,94,,,,,,,,,
,00:01:29,95,,,,,,,,,
,00:01:30,96,,,,,,,,,
,00:01:31,97,,,,,,,,,
,00:01:32,98,,,,,,,,,
,00:01:33,100,,,,,,,,,
,00:01:34,105,,,,,,,,,
,00:01:35,108,,,,,,,,,
,00:01:36,108,,,,,,,,,
,00:01:37,110,,,,,,,,,
,00:01:38,112,,,,,,,,,
,00:01:39,114,,,,,,,,,
,00:01:40,115,,,,,,,,,
,00:01:41,116,,,,,,,,,
,00:01:42,118,,,,,,,,,
,00:01:43,119,,,,,,,,,
,00:01:44,119,,,,,,,,,
,00:01:45,120,,,,,,,,,
,00:01:46,122,,,,,,,,,
,00:01:47,122,,,,,,,,,
,00:01:48,122,,,,,,,,,
,00:01:49,122,,,,,,,,,
,00:01:50,122,,,,,,,,,
,00:01:51,122,,,,,,,,,
,00:01:52,121,,,,,,,,,
,00:01:53,121,,,,,,,,,
,00:01:54,120,,,,,,,,,
,00:01:55,119,,,,,,,,,
,00:01:56,119,,,,,,,,,
,00:01:57,119,,,,,,,,,
,00:01:58,118,,,,,,,,,
,00:01:59,117,,,,,,,,,
,00:02:00,117,,,,,,,,,
,00:02:01,117,,,,,,,,,
,00:02:02,117,,,,,,,,,
,00:02:03,118,,,,,,,,,
,00:02:04,118,,,,,,,,,
,00:02:05,118,,,,,,,,,
,00:02:06,117,,,,,,,,,
,00:02:07,117,,,,,,,,,
,00:02:08,117,,,,,,,,,
,00:02:09,117,,,,,,,,,
,00:02:10,117,,,,,,,,,
,00:02:11,117,,,,,,,,,
,00:02:12,117,,,,,,,,,
,00:02:13,117,,,,,,,,,
,00:02:14,117,,,,,,,,,
,00:02:15,117,,,,,,,,,
,00:02:16,117,,,,,,,,,
,00:02:17,117,,,,,,,,,
,00:02:18,117,,,,,,,,,
,00:02:19,117,,,,,,,,,
,00:02:20,117,,,,,,,,,
,00:02:21,117,,,,,,,,,
,00:02:22,117,,,,,,,,,
,00:02:23,117,,,,,,,,,
,00:02:24,117,,,,,,,,,
,00:02:25,117,,,,,,,,,
,00:02:26,117,,,,,,,,,
,00:02:27,117,,,,,,,,,
,00:02:28,117,,,,,,,,,
,00:02:29,117,,,,,,,,,
,00:02:30,116,,,,,,,,,
,00:02:31,116,,,,,,,,,
,00:02:32,116,,,,,,,,,
,00:02:33,114,,,,,,,,,
,00:02:34,113,,,,,,,,,
,00:02:35,112,,,,,,,,,
,00:02:36,111,,,,,,,,,
,00:02:37,109,,,,,,,,,
,00:02:38,108,,,,,,,,,
,00:02:39,107,,,,,,,,,
,00:02:40,107,,,,,,,,,
,00:02:41,107,,,,,,,,,
,00:02:42,105,,,,,,,,,
,00:02:43,105,,,,,,,,,
,00:02:44,105,,,,,,,,,
,00:02:45,104,,,,,,,,,
,00:02:46,103,,,,,,,,,
