Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
e-lamp academic,OTHER_INDOOR,20-06-2023,22:08:19,01:12:47,,125,,,,,574,,,,,,,,,,,170.0,60.0,200,55,57,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,,,,,,,,,,
,00:00:01,,,,,,,,,,
,00:00:02,,,,,,,,,,
,00:00:03,,,,,,,,,,
,00:00:04,,,,,,,,,,
,00:00:05,,,,,,,,,,
,00:00:06,,,,,,,,,,
,00:00:07,84,,,,,,,,,
,00:00:08,84,,,,,,,,,
,00:00:09,84,,,,,,,,,
,00:00:10,84,,,,,,,,,
,00:00:11,83,,,,,,,,,
,00:00:12,82,,,,,,,,,
,00:00:13,81,,,,,,,,,
,00:00:14,81,,,,,,,,,
,00:00:15,80,,,,,,,,,
,00:00:16,80,,,,,,,,,
,00:00:17,79,,,,,,,,,
,00:00:18,79,,,,,,,,,
,00:00:19,79,,,,,,,,,
,00:00:20,78,,,,,,,,,
,00:00:21,78,,,,,,,,,
,00:00:22,78,,,,,,,,,
,00:00:23,78,,,,,,,,,
,00:00:24,78,,,,,,,,,
,00:00:25,78,,,,,,,,,
,00:00:26,78,,,,,,,,,
,00:00:27,78,,,,,,,,,
,00:00:28,78,,,,,,,,,
,00:00:29,78,,,,,,,,,
,00:00:30,78,,,,,,,,,
,00:00:31,79,,,,,,,,,
,00:00:32,80,,,,,,,,,
,00:00:33,80,,,,,,,,,
,00:00:34,80,,,,,,,,,
,00:00:35,80,,,,,,,,,
,00:00:36,80,,,,,,,,,
,00:00:37,79,,,,,,,,,
,00:00:38,79,,,,,,,,,
,00:00:39,79,,,,,,,,,
,00:00:40,79,,,,,,,,,
,00:00:41,79,,,,,,,,,
,00:00:42,79,,,,,,,,,
,00:00:43,79,,,,,,,,,
,00:00:44,79,,,,,,,,,
,00:00:45,78,,,,,,,,,
,00:00:46,78,,,,,,,,,
,00:00:47,78,,,,,,,,,
,00:00:48,78,,,,,,,,,
,00:00:49,78,,,,,,,,,
,00:00:50,78,,,,,,,,,
,00:00:51,79,,,,,,,,,
,00:00:52,79,,,,,,,,,
,00:00:53,80,,,,,,,,,
,00:00:54,81,,,,,,,,,
,00:00:55,82,,,,,,,,,
,00:00:56,83,,,,,,,,,
,00:00:57,84,,,,,,,,,
,00:00:58,84,,,,,,,,,
,00:00:59,84,,,,,,,,,
,00:01:00,84,,,,,,,,,
,00:01:01,83,,,,,,,,,
,00:01:02,82,,,,,,,,,
,00:01:03,82,,,,,,,,,
,00:01:04,82,,,,,,,,,
,00:01:05,82,,,,,,,,,
,00:01:06,81,,,,,,,,,
,00:01:07,82,,,,,,,,,
,00:01:08,82,,,,,,,,,
,00:01:09,83,,,,,,,,,
,00:01:10,83,,,,,,,,,
,00:01:11,84,,,,,,,,,
,00:01:12,85,,,,,,,,,
,00:01:13,85,,,,,,,,,
,00:01:14,86,,,,,,,,,
,00:01:15,87,,,,,,,,,
,00:01:16,87,,,,,,,,,
,00:01:17,88,,,,,,,,,
,00:01:18,88,,,,,,,,,
,00:01:19,88,,,,,,,,,
,00:01:20,88,,,,,,,,,
,00:01:21,88,,,,,,,,,
,00:01:22,88,,,,,,,,,
,00:01:23,88,,,,,,,,,
,00:01:24,88,,,,,,,,,
,00:01:25,87,,,,,,,,,
,00:01:26,87,,,,,,,,,
,00:01:27,86,,,,,,,,,
,00:01:28,86,,,,,,,,,
,00:01:29,85,,,,,,,,,
,00:01:30,85,,,,,,,,,
,00:01:31,84,,,,,,,,,
,00:01:32,84,,,,,,,,,
,00:01:33,84,,,,,,,,,
,00:01:34,84,,,,,,,,,
,00:01:35,84,,,,,,,,,
,00:01:36,84,,,,,,,,,
,00:01:37,84,,,,,,,,,
,00:01:38,84,,,,,,,,,
,00:01:39,85,,,,,,,,,
,00:01:40,85,,,,,,,,,
,00:01:41,85,,,,,,,,,
,00:01:42,85,,,,,,,,,
,00:01:43,85,,,,,,,,,
,00:01:44,85,,,,,,,,,
,00:01:45,85,,,,,,,,,
,00:01:46,85,,,,,,,,,
,00:01:47,85,,,,,,,,,
,00:01:48,85,,,,,,,,,
,00:01:49,85,,,,,,,,,
,00:01:50,85,,,,,,,,,
,00:01:51,86,,,,,,,,,
,00:01:52,86,,,,,,,,,
,00:01:53,86,,,,,,,,,
,00:01:54,87,,,,,,,,,
,00:01:55,87,,,,,,,,,
,00:01:56,87,,,,,,,,,
,00:01:57,87,,,,,,,,,
,00:01:58,87,,,,,,,,,
,00:01:59,87,,,,,,,,,
,00:02:00,88,,,,,,,,,
,00:02:01,88,,,,,,,,,
,00:02:02,89,,,,,,,,,
,00:02:03,89,,,,,,,,,
,00:02:04,89,,,,,,,,,
,00:02:05,89,,,,,,,,,
,00:02:06,89,,,,,,,,,
,00:02:07,90,,,,,,,,,
,00:02:08,90,,,,,,,,,
,00:02:09,90,,,,,,,,,
,00:02:10,91,,,,,,,,,
,00:02:11,91,,,,,,,,,
,00:02:12,91,,,,,,,,,
,00:02:13,91,,,,,,,,,
,00:02:14,91,,,,,,,,,
,00:02:15,91,,,,,,,,,
,00:02:16,91,,,,,,,,,
,00:02:17,90,,,,,,,,,
,00:02:18,89,,,,,,,,,
,00:02:19,89,,,,,,,,,
,00:02:20,89,,,,,,,,,
,00:02:21,89,,,,,,,,,
,00:02:22,88,,,,,,,,,
,00:02:23,88,,,,,,,,,
,00:02:24,88,,,,,,,,,
,00:02:25,88,,,,,,,,,
,00:02:26,88,,,,,,,,,
,00:02:27,88,,,,,,,,,
,00:02:28,88,,,,,,,,,
,00:02:29,88,,,,,,,,,
,00:02:30,88,,,,,,,,,
,00:02:31,88,,,,,,,,,
,00:02:32,88,,,,,,,,,
,00:02:33,88,,,,,,,,,
,00:02:34,90,,,,,,,,,
,00:02:35,91,,,,,,,,,
,00:02:36,91,,,,,,,,,
,00:02:37,93,,,,,,,,,
,00:02:38,95,,,,,,,,,
,00:02:39,97,,,,,,,,,
,00:02:40,98,,,,,,,,,
,00:02:41,101,,,,,,,,,
,00:02:42,104,,,,,,,,,
,00:02:43,106,,,,,,,,,
